ROW_ID,Year,Month,Day,Sample Week,Crop,Treatment,Block,Plot,Air_Temperature,Ground_Temperature,Soil_Temperature,Humidity,Egg_Start,Not_Eaten,Eaten,Proportion_Eaten,Abundance,Richness,Lasius_neoniger,Solenopsis_molesta,Formica_montana,Formica_rubicunda,Formica_subaenescens,Myrmica_americana,Temnothorax_ambiguus
233,2021,July,20,8,Soy,Till,b,1,22.8,22.9,23.9,72.5,74,74,0,0,0,0,,,,,,,
234,2021,July,20,8,Soy,Till,b,2,22.8,21.1,23.5,70.8,53,48,5,0.09,0,0,,,,,,,
235,2021,July,20,8,Soy,No Till,b,1,23.3,22.1,23.4,70.8,83,0,83,1,0,0,,,,,,,
236,2021,July,20,8,Soy,No Till,b,2,22.7,21.4,22.9,71.4,72,3,69,0.96,0,0,,,,,,,
237,2021,July,20,8,Corn,Till,b,1,23.3,21.8,23.1,73.5,88,18,70,0.8,0,0,,,,,,,
238,2021,July,20,8,Corn,Till,b,2,23.4,21.9,22.9,69.4,76,76,0,0,0,0,,,,,,,
239,2021,July,20,8,Corn,No Till,b,1,24,22.4,23.5,69.9,57,52,5,0.09,0,0,,,,,,,
240,2021,July,20,8,Corn,No Till,b,2,24.2,22.8,23,68.2,76,76,0,0,8,2,1,7,,,,,
241,2021,July,20,8,Soy,Till,c,1,22.4,21,23,70.7,57,57,0,0,0,0,,,,,,,
242,2021,July,20,8,Soy,Till,c,2,23.3,21.6,23.2,72.5,83,2,81,0.98,1,1,,,,1,,,
243,2021,July,20,8,Soy,No Till,c,1,23.1,21.3,23.4,68.4,62,12,50,0.81,0,0,,,,,,,
244,2021,July,20,8,Soy,No Till,c,2,23.9,21.9,23.4,68.7,52,46,6,0.12,1,1,,,,1,,,
245,2021,July,20,8,Corn,Till,c,1,23.6,21.9,22.9,70,85,85,0,0,0,0,,,,,,,
246,2021,July,20,8,Corn,Till,c,2,23.7,21.5,22.5,70.3,69,33,36,0.52,0,0,,,,,,,
247,2021,July,20,8,Corn,No Till,c,1,23.9,21.9,22.9,67.8,68,2,66,0.97,0,0,,,,,,,
248,2021,July,20,8,Corn,No Till,c,2,24.3,21.6,23.1,68.4,61,55,6,0.1,2,1,2,,,,,,
249,2021,July,20,8,Soy,Till,d,1,24.2,22.6,23.8,72.2,95,27,68,0.72,0,0,,,,,,,
250,2021,July,20,8,Soy,Till,d,2,23.7,22.8,23.8,70,83,0,83,1,0,0,,,,,,,
251,2021,July,20,8,Soy,No Till,d,1,23.8,21.9,23.3,71.3,53,0,53,1,34,1,,34,,,,,
252,2021,July,20,8,Soy,No Till,d,2,22.9,22.4,23.6,70.2,83,0,83,1,0,0,,,,,,,
253,2021,July,20,8,Corn,Till,d,1,24.9,24.7,23,71.2,61,57,4,0.07,1,1,1,,,,,,
254,2021,July,20,8,Corn,Till,d,2,24,22.8,23.3,67,57,43,14,0.25,4,1,4,,,,,,
255,2021,July,20,8,Corn,No Till,d,1,24.9,22.7,23.3,68.3,82,73,9,0.11,21,1,,21,,,,,
256,2021,July,20,8,Corn,No Till,d,2,24.1,23.3,23.5,66.5,65,0,65,1,28,1,28,,,,,,
257,2021,July,28,9,Soy,Till,a,1,26.2,24.3,25.9,77.7,50,50,0,0,5,1,5,,,,,,
258,2021,July,28,9,Soy,Till,a,2,27.4,24.9,26.4,76.5,53,18,35,0.66,3,1,3,,,,,,
259,2021,July,28,9,Soy,No Till,a,1,26.7,25.2,26.3,72.9,53,0,53,1,140,2,16,124,,,,,
260,2021,July,28,9,Soy,No Till,a,2,27.3,24.4,25.4,75.5,55,1,54,0.98,7,1,7,,,,,,
261,2021,July,28,9,Corn,Till,a,1,28.3,26.6,26,73.3,50,12,38,0.76,2,1,2,,,,,,
262,2021,July,28,9,Corn,Till,a,2,28.1,26.2,26.1,72.7,86,65,21,0.24,12,1,12,,,,,,
263,2021,July,28,9,Corn,No Till,a,1,27.4,25.7,25.8,77,54,34,20,0.37,46,1,46,,,,,,
264,2021,July,28,9,Corn,No Till,a,2,28.2,26,25.9,73,73,52,21,0.29,22,3,1,17,4,,,,
265,2021,July,28,9,Soy,Till,b,1,27.3,24.9,26.3,77.1,60,6,54,0.9,0,0,,,,,,,
266,2021,July,28,9,Soy,Till,b,2,26.4,25.1,26.5,74.6,81,72,9,0.11,0,0,,,,,,,
267,2021,July,28,9,Soy,No Till,b,1,27.2,23.8,25.7,77.6,50,50,0,0,0,0,,,,,,,
268,2021,July,28,9,Soy,No Till,b,2,26.3,26.5,25.6,76.6,53,53,0,0,0,0,,,,,,,
269,2021,July,28,9,Corn,Till,b,1,28.2,25.7,26.1,73,60,57,3,0.05,1,1,1,,,,,,
270,2021,July,28,9,Corn,Till,b,2,28.6,26.5,26.4,73.3,87,75,12,0.14,0,0,,,,,,,
271,2021,July,28,9,Corn,No Till,b,1,27.9,26.1,26.1,73.6,89,87,2,0.02,0,0,,,,,,,
272,2021,July,28,9,Corn,No Till,b,2,28,26,25.9,74.4,83,8,75,0.9,69,1,69,,,,,,
273,2021,July,28,9,Soy,Till,c,1,28.8,28.6,25.8,72.3,55,44,11,0.2,1,1,1,,,,,,
274,2021,July,28,9,Soy,Till,c,2,28.9,28.8,25.9,74.2,66,60,6,0.09,1,1,1,,,,,,
275,2021,July,28,9,Soy,No Till,c,1,29.2,27.6,25.4,73.2,57,0,57,1,1,1,1,,,,,,
276,2021,July,28,9,Soy,No Till,c,2,28.6,27.2,25.8,73.6,62,0,62,1,0,0,,,,,,,
277,2021,July,28,9,Corn,Till,c,1,29.1,26.8,25.9,73.9,50,40,10,0.2,3,1,3,,,,,,
278,2021,July,28,9,Corn,Till,c,2,28.4,27.2,26,73.3,62,62,0,0,0,0,,,,,,,
279,2021,July,28,9,Corn,No Till,c,1,29.5,27.4,25.8,72.1,56,54,2,0.04,0,0,,,,,,,
280,2021,July,28,9,Corn,No Till,c,2,30,27,25.4,74,82,5,77,0.94,2,1,2,,,,,,
281,2021,July,28,9,Soy,Till,d,1,28,26.3,25.7,74.8,94,61,33,0.35,0,0,,,,,,,
282,2021,July,28,9,Soy,Till,d,2,27.8,26.7,26,73.5,91,87,4,0.04,0,0,,,,,,,
283,2021,July,28,9,Soy,No Till,d,1,27.4,25.2,25.4,73.2,56,3,53,0.95,0,0,,,,,,,
284,2021,July,28,9,Soy,No Till,d,2,27.6,25,25.6,75.5,53,53,0,0,0,0,,,,,,,
285,2021,July,28,9,Corn,Till,d,1,28.5,26.4,25.6,74.8,52,50,2,0.04,3,1,3,,,,,,
286,2021,July,28,9,Corn,Till,d,2,28.7,27,26.1,73,59,55,4,0.07,93,1,93,,,,,,
287,2021,July,28,9,Corn,No Till,d,1,29,27,25.7,73.1,63,63,0,0,35,1,35,,,,,,
288,2021,July,28,9,Corn,No Till,d,2,28.5,27.1,25.9,71.3,56,0,56,1,41,2,20,21,,,,,
289,2021,August,4,10,Soy,Till,a,1,22.7,23.9,22.4,74.5,96,86,10,0.1,0,0,,,,,,,
290,2021,August,4,10,Soy,Till,a,2,22.3,25.4,22.8,78,82,77,5,0.06,4,1,4,,,,,,
291,2021,August,4,10,Soy,No Till,a,1,21.7,24.7,22.8,78.2,78,0,78,1,115,1,,115,,,,,
292,2021,August,4,10,Soy,No Till,a,2,22.6,25.2,22.5,77.9,74,45,29,0.39,10,3,2,7,1,,,,
293,2021,August,4,10,Corn,Till,a,1,24.9,24.8,22.3,66.7,60,14,46,0.77,0,0,,,,,,,
294,2021,August,4,10,Corn,Till,a,2,23.9,26.2,22.5,70,65,0,65,1,1,1,1,,,,,,
295,2021,August,4,10,Corn,No Till,a,1,25.2,26.3,22.4,73.3,53,20,33,0.62,3,2,2,,1,,,,
296,2021,August,4,10,Corn,No Till,a,2,25.3,26.2,22.5,68.8,77,0,77,1,31,1,,31,,,,,
297,2021,August,4,10,Soy,Till,b,1,22.8,24.7,22.5,74.9,52,51,1,0.02,2,1,2,,,,,,
298,2021,August,4,10,Soy,Till,b,2,23.2,24.5,22.7,73,67,14,53,0.79,0,0,,,,,,,
299,2021,August,4,10,Soy,No Till,b,1,23.3,25.2,22.1,70.8,79,5,74,0.94,1,1,,,,,,1,
300,2021,August,4,10,Soy,No Till,b,2,24.1,23.7,22.3,71.3,58,0,58,1,0,0,,,,,,,
301,2021,August,4,10,Corn,Till,b,1,23.1,23.5,22.5,70.6,67,63,4,0.06,0,0,,,,,,,
302,2021,August,4,10,Corn,Till,b,2,24.3,23.6,22.5,68.5,54,48,6,0.11,0,0,,,,,,,
303,2021,August,4,10,Corn,No Till,b,1,23.8,23.9,22.5,70,64,52,12,0.19,9,1,9,,,,,,
304,2021,August,4,10,Corn,No Till,b,2,23.2,24.1,22.3,74.8,83,0,83,1,83,1,,83,,,,,
305,2021,August,4,10,Soy,Till,c,1,23.2,21.4,21.7,78.8,67,56,11,0.16,0,0,,,,,,,
306,2021,August,4,10,Soy,Till,c,2,20.9,23.6,22.1,76.7,73,64,9,0.12,3,3,1,,,1,,1,
307,2021,August,4,10,Soy,No Till,c,1,23.3,23.7,21.8,82.1,79,62,17,0.22,0,0,,,,,,,
308,2021,August,4,10,Soy,No Till,c,2,21.3,25.4,22.4,74.4,57,49,8,0.14,0,0,,,,,,,
309,2021,August,4,10,Corn,Till,c,1,22.8,23.4,22.3,76.4,71,64,7,0.1,0,0,,,,,,,
310,2021,August,4,10,Corn,Till,c,2,23.5,22.5,22.3,71.3,93,0,93,1,1,1,1,,,,,,
311,2021,August,4,10,Corn,No Till,c,1,23.7,21.8,22.4,82.3,77,36,41,0.53,0,0,,,,,,,
312,2021,August,4,10,Corn,No Till,c,2,23.2,22.9,23,74.4,59,57,2,0.03,0,0,,,,,,,
313,2021,August,4,10,Soy,Till,d,1,24.3,24.7,22.5,76.6,58,45,13,0.22,0,0,,,,,,,
314,2021,August,4,10,Soy,Till,d,2,21.3,24,22.3,71.3,60,0,60,1,0,0,,,,,,,
315,2021,August,4,10,Soy,No Till,d,1,21.2,25.3,22.5,74.4,62,0,62,1,0,0,,,,,,,
316,2021,August,4,10,Soy,No Till,d,2,23.8,24.8,22.1,77,64,0,64,1,0,0,,,,,,,
317,2021,August,4,10,Corn,Till,d,1,24.1,25.7,22.6,72,50,47,3,0.06,0,0,,,,,,,
318,2021,August,4,10,Corn,Till,d,2,24.6,25,23,73,55,51,4,0.07,22,1,22,,,,,,
319,2021,August,4,10,Corn,No Till,d,1,24.1,25.7,22.6,70.9,71,0,71,1,30,1,,30,,,,,
320,2021,August,4,10,Corn,No Till,d,2,25.8,25.6,22.5,70.7,64,1,63,0.98,17,1,17,,,,,,
321,2021,August,11,11,Soy,Till,a,1,21.4,20.5,24.1,64.5,59,50,9,0.15,0,0,,,,,,,
322,2021,August,11,11,Soy,Till,a,2,22.5,22.1,24.4,66.2,62,56,6,0.1,2,1,2,,,,,,
323,2021,August,11,11,Soy,No Till,a,1,21,21.3,24.8,64.1,82,0,82,1,159,1,,159,,,,,
324,2021,August,11,11,Soy,No Till,a,2,22,19.9,24.2,66,70,6,64,0.91,0,0,,,,,,,
325,2021,August,11,11,Corn,Till,a,1,21.2,18.9,24,65.3,64,56,8,0.13,0,0,,,,,,,
326,2021,August,11,11,Corn,Till,a,2,23.2,18.7,23.8,60.4,73,59,14,0.19,0,0,,,,,,,
327,2021,August,11,11,Corn,No Till,a,1,20.9,19.9,24.6,67.2,62,26,36,0.58,0,0,,,,,,,
328,2021,August,11,11,Corn,No Till,a,2,21.4,18.9,24.1,66.1,69,30,39,0.57,0,0,,,,,,,
329,2021,August,11,11,Soy,Till,b,1,21,21.1,24.9,64.4,71,50,21,0.3,5,1,5,,,,,,
330,2021,August,11,11,Soy,Till,b,2,21.3,19.7,24.4,65.3,65,52,13,0.2,4,1,4,,,,,,
331,2021,August,11,11,Soy,No Till,b,1,21.3,21.4,24.1,67.3,64,57,7,0.11,0,0,,,,,,,
332,2021,August,11,11,Soy,No Till,b,2,21.9,20.8,24.1,66.4,83,75,8,0.1,0,0,,,,,,,
333,2021,August,11,11,Corn,Till,b,1,20.7,20.1,24.1,67,88,62,26,0.3,0,0,,,,,,,
334,2021,August,11,11,Corn,Till,b,2,21.3,20.5,24.4,67.5,69,50,19,0.28,0,0,,,,,,,
335,2021,August,11,11,Corn,No Till,b,1,21.3,21.2,24.3,65.8,82,60,22,0.27,7,1,7,,,,,,
336,2021,August,11,11,Corn,No Till,b,2,22.4,23.6,24,64.4,66,0,66,1,0,0,,,,,,,
337,2021,August,11,11,Soy,Till,c,1,21.7,21.6,23.1,68.6,84,30,54,0.64,2,1,2,,,,,,
338,2021,August,11,11,Soy,Till,c,2,20.8,21.3,23.8,65.5,83,64,19,0.23,2,1,2,,,,,,
339,2021,August,11,11,Soy,No Till,c,1,22.8,21.7,23.2,63.6,51,0,51,1,0,0,,,,,,,
340,2021,August,11,11,Soy,No Till,c,2,23.1,21.5,24,65.1,76,62,14,0.18,0,0,,,,,,,
341,2021,August,11,11,Corn,Till,c,1,23.3,22,24.4,60.1,94,0,94,1,3,2,2,,1,,,,
342,2021,August,11,11,Corn,Till,c,2,22.8,21.3,23.8,59.7,57,41,16,0.28,0,0,,,,,,,
343,2021,August,11,11,Corn,No Till,c,1,22.7,21.9,23.8,62,76,1,75,0.99,0,0,,,,,,,
344,2021,August,11,11,Corn,No Till,c,2,22.2,22.3,24.4,61.7,77,3,74,0.96,0,0,,,,,,,
345,2021,August,11,11,Soy,Till,d,1,22.4,21.5,23.7,62.5,68,66,2,0.03,0,0,,,,,,,
346,2021,August,11,11,Soy,Till,d,2,22.6,22.6,24.1,62.3,75,54,21,0.28,0,0,,,,,,,
347,2021,August,11,11,Soy,No Till,d,1,22,22,23.8,63.4,53,6,47,0.89,8,1,,8,,,,,
348,2021,August,11,11,Soy,No Till,d,2,23.1,22.5,24.3,62.5,74,60,14,0.19,0,0,,,,,,,
349,2021,August,11,11,Corn,Till,d,1,22.5,23.3,23.6,63.7,77,69,8,0.1,0,0,,,,,,,
350,2021,August,11,11,Corn,Till,d,2,23.2,23.1,24.1,60.5,59,42,17,0.29,13,1,13,,,,,,
351,2021,August,11,11,Corn,No Till,d,1,22.2,22.1,23.7,61.8,53,6,47,0.89,58,1,,58,,,,,
352,2021,August,11,11,Corn,No Till,d,2,22.2,22.4,23.4,61.9,75,75,0,0,66,2,59,7,,,,,
353,2021,August,19,12,Soy,Till,a,1,26.5,22.3,24.7,79.8,55,49,6,0.11,2,1,2,,,,,,
354,2021,August,19,12,Soy,Till,a,2,23.3,22.3,25.4,81.5,70,70,0,0,2,1,,,,,2,,
355,2021,August,19,12,Soy,No Till,a,1,23.6,23.1,25.6,80.5,51,0,51,1,102,2,9,93,,,,,
356,2021,August,19,12,Soy,No Till,a,2,23.8,22.2,25,79.9,60,0,60,1,25,2,24,,1,,,,
357,2021,August,19,12,Corn,Till,a,1,23.3,23.5,25.3,79,55,43,12,0.22,0,0,,,,,,,
358,2021,August,19,12,Corn,Till,a,2,23.7,23.3,25,82.3,78,18,60,0.77,0,0,,,,,,,
359,2021,August,19,12,Corn,No Till,a,1,23.8,23.8,25.1,80.5,88,42,46,0.52,0,0,,,,,,,
360,2021,August,19,12,Corn,No Till,a,2,24,23.5,25.3,80.1,56,44,12,0.21,9,1,,,9,,,,
361,2021,August,19,12,Soy,Till,b,1,23.8,22.9,25.1,80.1,60,59,1,0.02,2,1,2,,,,,,
362,2021,August,19,12,Soy,Till,b,2,22.9,23.4,25.1,74.9,84,58,26,0.31,1,1,1,,,,,,
363,2021,August,19,12,Soy,No Till,b,1,23.8,22.6,25,81.6,77,0,77,1,0,0,,,,,,,
364,2021,August,19,12,Soy,No Till,b,2,23,22.6,25.2,80.2,64,55,9,0.14,0,0,,,,,,,
365,2021,August,19,12,Corn,Till,b,1,25.4,24,25.5,80.9,74,64,10,0.14,0,0,,,,,,,
366,2021,August,19,12,Corn,Till,b,2,24.1,24,25.4,79.4,75,55,20,0.27,0,0,,,,,,,
367,2021,August,19,12,Corn,No Till,b,1,24.5,23.6,25.4,80.5,79,76,3,0.04,7,1,7,,,,,,
368,2021,August,19,12,Corn,No Till,b,2,23.8,23.3,24.8,81.7,57,28,29,0.51,28,1,,28,,,,,
369,2021,August,19,12,Soy,Till,c,1,24.3,22,24.4,70.4,55,16,39,0.71,0,0,,,,,,,
370,2021,August,19,12,Soy,Till,c,2,25,24.4,24.8,72.3,71,67,4,0.06,6,2,4,,,,,2,
371,2021,August,19,12,Soy,No Till,c,1,25.3,23.3,25.2,72.4,85,78,7,0.08,0,0,,,,,,,
372,2021,August,19,12,Soy,No Till,c,2,24.5,23.6,24.8,70.1,60,50,10,0.17,4,2,3,,,,,1,
373,2021,August,19,12,Corn,Till,c,1,24.8,24.6,24.4,67.8,83,66,17,0.2,0,0,,,,,,,
374,2021,August,19,12,Corn,Till,c,2,25.7,24.3,24.6,68.7,98,77,21,0.21,0,0,,,,,,,
375,2021,August,19,12,Corn,No Till,c,1,25.7,24.9,24.6,72.8,74,1,73,0.99,5,1,5,,,,,,
376,2021,August,19,12,Corn,No Till,c,2,25.7,25,24.7,73,61,47,14,0.23,0,0,,,,,,,
377,2021,August,19,12,Soy,Till,d,1,24.3,23.9,24.8,77.6,66,56,10,0.15,0,0,,,,,,,
378,2021,August,19,12,Soy,Till,d,2,24.2,23.8,25.2,75.3,67,42,25,0.37,0,0,,,,,,,
379,2021,August,19,12,Soy,No Till,d,1,24.4,23.7,24.8,76.2,68,0,68,1,0,0,,,,,,,
380,2021,August,19,12,Soy,No Till,d,2,24.2,23.7,25.1,75.5,59,0,59,1,0,0,,,,,,,
381,2021,August,19,12,Corn,Till,d,1,24.4,25,24.2,76.6,64,50,14,0.22,1,1,1,,,,,,
382,2021,August,19,12,Corn,Till,d,2,24.2,25,24.8,74.7,66,20,46,0.7,0,0,,,,,,,
383,2021,August,19,12,Corn,No Till,d,1,24.7,24.5,25.4,75.6,75,0,75,1,104,1,,104,,,,,
384,2021,August,19,12,Corn,No Till,d,2,24.5,24.4,24.9,73.9,60,1,59,0.98,12,1,12,,,,,,
385,2022,June,3,1,Soy,Till,a,1,15.2,16.6,13.7,50,65,55,10,0.15,0,0,,,,,,,
386,2022,June,3,1,Soy,Till,a,2,14.8,16,13.6,52.2,58,52,6,0.1,0,0,,,,,,,
387,2022,June,3,1,Soy,No Till,a,1,15.3,15.5,12.4,49.8,52,49,3,0.06,0,0,,,,,,,
388,2022,June,3,1,Soy,No Till,a,2,15.4,16.2,12.6,50.1,59,41,18,0.31,0,0,,,,,,,
389,2022,June,3,1,Corn,Till,a,1,14.8,15.6,13.9,56.7,54,53,1,0.02,1,1,1,,,,,,
390,2022,June,3,1,Corn,Till,a,2,15.1,15.2,14,53.1,53,43,10,0.19,0,0,,,,,,,
391,2022,June,3,1,Corn,No Till,a,1,14.4,15.1,13,52.8,65,57,8,0.12,0,0,,,,,,,
392,2022,June,3,1,Corn,No Till,a,2,15.5,17.4,12.4,54.5,61,60,1,0.02,0,0,,,,,,,
393,2022,June,3,1,Soy,Till,b,1,13.9,10.4,13.2,54.8,52,52,0,0,2,1,2,,,,,,
394,2022,June,3,1,Soy,Till,b,2,14.4,11,13.3,53.3,54,53,1,0.02,0,0,,,,,,,
395,2022,June,3,1,Soy,No Till,b,1,15.2,12.6,12.4,52.4,60,52,8,0.13,0,0,,,,,,,
396,2022,June,3,1,Soy,No Till,b,2,14.3,13,12.9,51.9,53,47,6,0.11,0,0,,,,,,,
397,2022,June,3,1,Corn,Till,b,1,15.2,15.1,14,52.3,59,57,2,0.03,0,0,,,,,,,
398,2022,June,3,1,Corn,Till,b,2,15.7,12.6,13.4,58.1,50,49,1,0.02,0,0,,,,,,,
399,2022,June,3,1,Corn,No Till,b,1,15.1,14.9,13.6,52.3,50,50,0,0,0,0,,,,,,,
400,2022,June,3,1,Corn,No Till,b,2,15.8,13.3,12.8,54.3,54,54,0,0,0,0,,,,,,,
401,2022,June,3,1,Soy,Till,c,1,14.8,14.5,13.5,55.6,52,51,1,0.02,0,0,,,,,,,
402,2022,June,3,1,Soy,Till,c,2,13.9,14.4,13.1,54.9,52,47,5,0.1,0,0,,,,,,,
403,2022,June,3,1,Soy,No Till,c,1,15,15.1,12.6,54.9,57,55,2,0.04,0,0,,,,,,,
404,2022,June,3,1,Soy,No Till,c,2,13.5,14.3,12.5,54.8,51,49,2,0.04,0,0,,,,,,,
405,2022,June,3,1,Corn,Till,c,1,15.3,15.7,13.6,54.8,56,55,1,0.02,4,1,4,,,,,,
406,2022,June,3,1,Corn,Till,c,2,15.1,17.2,14.8,57.8,54,53,1,0.02,3,1,3,,,,,,
407,2022,June,3,1,Corn,No Till,c,1,13.9,15.9,12.8,57,62,62,0,0,0,0,,,,,,,
408,2022,June,3,1,Corn,No Till,c,2,13.1,15.2,12.7,57.6,53,53,0,0,0,0,,,,,,,
409,2022,June,3,1,Soy,Till,d,1,13,16.8,13.8,55.8,56,56,0,0,0,0,,,,,,,
410,2022,June,3,1,Soy,Till,d,2,13.5,17.5,13.8,57,56,53,3,0.05,14,1,14,,,,,,
411,2022,June,3,1,Soy,No Till,d,1,14.9,17.5,12.7,53.4,59,56,3,0.05,0,0,,,,,,,
412,2022,June,3,1,Soy,No Till,d,2,14.6,17.6,13.1,52.4,63,59,4,0.06,0,0,,,,,,,
413,2022,June,3,1,Corn,Till,d,1,14,17,13.4,53,57,57,0,0,0,0,,,,,,,
414,2022,June,3,1,Corn,Till,d,2,12.9,17.7,13.6,57.2,53,53,0,0,0,0,,,,,,,
415,2022,June,3,1,Corn,No Till,d,1,14.7,16.8,12,51.6,53,53,0,0,0,0,,,,,,,
416,2022,June,3,1,Corn,No Till,d,2,14.8,18.6,12.9,57.4,51,50,1,0.02,0,0,,,,,,,
417,2022,June,8,2,Soy,Till,a,1,20.8,23,16.3,62.9,66,61,5,0.08,1,1,1,,,,,,
418,2022,June,8,2,Soy,Till,a,2,22.1,22,16.5,63.7,61,34,27,0.44,10,1,10,,,,,,
419,2022,June,8,2,Soy,No Till,a,1,19.7,25.4,15.6,67.5,54,53,1,0.02,0,0,,,,,,,
420,2022,June,8,2,Soy,No Till,a,2,19.8,21.3,15.5,66.4,54,46,8,0.15,0,0,,,,,,,
421,2022,June,8,2,Corn,Till,a,1,19.2,21.5,16.4,65.7,52,51,1,0.02,0,0,,,,,,,
422,2022,June,8,2,Corn,Till,a,2,20.6,22.5,16.4,71.2,51,49,2,0.04,1,1,1,,,,,,
423,2022,June,8,2,Corn,No Till,a,1,19.4,21.8,16,64.8,51,47,4,0.08,8,2,7,,,,,1,
424,2022,June,8,2,Corn,No Till,a,2,20.4,21.6,15.5,67.7,50,30,20,0.4,0,0,,,,,,,
425,2022,June,8,2,Soy,Till,b,1,22.9,22.8,16.4,64.1,53,53,0,0,0,0,,,,,,,
426,2022,June,8,2,Soy,Till,b,2,21.1,22.9,16.5,60.2,53,53,0,0,8,1,8,,,,,,
427,2022,June,8,2,Soy,No Till,b,1,22.1,24.9,15.6,58.7,59,55,4,0.07,0,0,,,,,,,
428,2022,June,8,2,Soy,No Till,b,2,23.4,22.6,15.8,61.4,50,39,11,0.22,3,1,3,,,,,,
429,2022,June,8,2,Corn,Till,b,1,20.2,20.9,16.2,72.5,57,57,0,0,0,0,,,,,,,
430,2022,June,8,2,Corn,Till,b,2,18,20.4,16.4,71.9,52,52,0,0,1,1,1,,,,,,
431,2022,June,8,2,Corn,No Till,b,1,20.9,20.8,15.7,69,52,52,0,0,1,1,1,,,,,,
432,2022,June,8,2,Corn,No Till,b,2,20.2,22.1,15.5,62.8,56,47,9,0.16,0,0,,,,,,,
433,2022,June,8,2,Soy,Till,c,1,20.1,19.4,16.5,64.4,53,46,7,0.13,8,1,8,,,,,,
434,2022,June,8,2,Soy,Till,c,2,20.1,18.2,16.5,67.1,51,30,21,0.41,20,1,20,,,,,,
435,2022,June,8,2,Soy,No Till,c,1,19.4,19.2,15.7,65.4,58,36,22,0.38,14,1,14,,,,,,
436,2022,June,8,2,Soy,No Till,c,2,19.9,19.8,15.8,64.4,66,66,0,0,18,1,18,,,,,,
437,2022,June,8,2,Corn,Till,c,1,20,20.4,16.5,63.3,52,52,0,0,0,0,,,,,,,
438,2022,June,8,2,Corn,Till,c,2,19.8,20,16.6,65.2,57,55,2,0.04,0,0,,,,,,,
439,2022,June,8,2,Corn,No Till,c,1,20.6,19.1,15.8,59.7,73,67,6,0.08,0,0,,,,,,,
440,2022,June,8,2,Corn,No Till,c,2,21.2,19.7,15.9,62.2,63,60,3,0.05,0,0,,,,,,,
441,2022,June,8,2,Soy,Till,d,1,19.7,21.7,16.8,65,55,53,2,0.04,0,0,,,,,,,
442,2022,June,8,2,Soy,Till,d,2,20.1,22.3,16.7,62,58,53,5,0.09,23,1,23,,,,,,
443,2022,June,8,2,Soy,No Till,d,1,21,22,15.9,62.1,66,42,24,0.36,35,1,35,,,,,,
444,2022,June,8,2,Soy,No Till,d,2,22.1,21.3,16.2,58.5,54,53,1,0.02,2,1,2,,,,,,
445,2022,June,8,2,Corn,Till,d,1,19.8,22.1,16.7,63.1,53,53,0,0,0,0,,,,,,,
446,2022,June,8,2,Corn,Till,d,2,19,21,16.7,66.5,51,51,0,0,0,0,,,,,,,
447,2022,June,8,2,Corn,No Till,d,1,21,20.1,15.6,62.9,53,52,1,0.02,0,0,,,,,,,
448,2022,June,8,2,Corn,No Till,d,2,21.7,20.6,15.8,59.5,52,51,1,0.02,0,0,,,,,,,
449,2022,June,16,3,Soy,Till,a,1,19.6,18.6,17.4,56.2,68,62,6,0.09,10,1,10,,,,,,
450,2022,June,16,3,Soy,Till,a,2,19.1,16.7,17.4,56.6,59,57,2,0.03,23,1,23,,,,,,
451,2022,June,16,3,Soy,No Till,a,1,19.6,19.2,16.6,55,52,50,2,0.04,0,0,,,,,,,
452,2022,June,16,3,Soy,No Till,a,2,19.8,17.7,16.5,54,52,48,4,0.08,20,1,20,,,,,,
453,2022,June,16,3,Corn,Till,a,1,19.9,18.1,18,55.9,52,49,3,0.06,0,0,,,,,,,
454,2022,June,16,3,Corn,Till,a,2,19.4,18.2,18,56.4,51,45,6,0.12,0,0,,,,,,,
455,2022,June,16,3,Corn,No Till,a,1,19.4,17.8,16.7,54.9,55,55,0,0,3,2,2,,,,,1,
456,2022,June,16,3,Corn,No Till,a,2,19.7,18.9,16.4,54.1,62,58,4,0.06,7,1,7,,,,,,
457,2022,June,16,3,Soy,Till,b,1,20,18.1,17.6,55.3,58,52,6,0.1,0,0,,,,,,,
458,2022,June,16,3,Soy,Till,b,2,20.3,18.5,17.8,54.8,68,66,2,0.03,2,1,2,,,,,,
459,2022,June,16,3,Soy,No Till,b,1,19.9,17.4,16.6,53.6,55,54,1,0.02,3,1,3,,,,,,
460,2022,June,16,3,Soy,No Till,b,2,19.5,17.9,16.8,53.5,50,48,2,0.04,9,1,9,,,,,,
461,2022,June,16,3,Corn,Till,b,1,20,17.8,17.9,54.2,63,58,5,0.08,0,0,,,,,,,
462,2022,June,16,3,Corn,Till,b,2,19.5,16.9,17.9,54.1,51,50,1,0.02,0,0,,,,,,,
463,2022,June,16,3,Corn,No Till,b,1,20.5,18.8,17,55.6,56,56,0,0,0,0,,,,,,,
464,2022,June,16,3,Corn,No Till,b,2,19.8,17.8,16.6,53.8,59,57,2,0.03,0,0,,,,,,,
465,2022,June,16,3,Soy,Till,c,1,20.3,21,17.7,52.8,56,55,1,0.02,5,1,5,,,,,,
466,2022,June,16,3,Soy,Till,c,2,21.2,20,17.3,54.6,67,37,30,0.45,5,1,5,,,,,,
467,2022,June,16,3,Soy,No Till,c,1,19.5,19.7,16.8,54.3,57,53,4,0.07,5,1,5,,,,,,
